frame_id,object_id,class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,velocity_x,velocity_y
78,3,Car,497,294,512,306,0.464,-0.64,5.05
78,44,Car,0,304,23,323,0.656,-216.90,12.80
78,28,Car,78,298,137,326,0.722,-295.40,14.94
79,1,Car,529,297,559,319,0.805,0.36,1.15
79,2,Car,674,294,703,315,0.672,6.31,3.89
79,5,Car,838,295,896,327,0.834,27.95,2.34
79,3,Car,497,294,512,307,0.475,-0.01,5.36
79,44,Car,0,304,14,324,0.685,-205.72,13.29
79,28,Car,58,298,121,327,0.783,-318.44,13.56
80,1,Car,529,297,559,319,0.813,0.09,0.91
80,2,Car,675,294,703,314,0.718,5.92,3.93
80,5,Car,839,295,897,327,0.823,26.91,2.89
80,3,Car,497,294,512,307,0.456,-0.64,5.27
80,28,Car,37,298,103,328,0.767,-345.91,14.00
81,1,Car,529,297,559,319,0.807,-0.62,1.50
81,2,Car,675,294,704,315,0.724,6.59,4.16
81,5,Car,840,295,898,328,0.842,25.28,3.52
81,3,Car,497,294,512,307,0.476,-0.10,5.50
81,28,Car,12,298,84,329,0.817,-383.23,15.53
82,1,Car,529,297,558,319,0.804,-0.75,-0.08
82,2,Car,675,294,704,315,0.720,7.25,2.86
82,5,Car,841,295,900,327,0.845,27.57,2.50
82,3,Car,497,294,512,306,0.423,-0.09,3.58
82,28,Car,0,297,63,330,0.812,-412.96,12.18
83,1,Car,529,296,558,319,0.798,-1.33,-1.77
83,2,Car,675,294,705,315,0.698,4.49,2.24
83,5,Car,843,295,901,327,0.852,27.74,1.52
83,3,Car,497,294,512,307,0.423,0.03,2.93
83,28,Car,0,297,38,330,0.702,-411.49,9.27
84,1,Car,529,296,558,319,0.796,-0.84,-2.48
84,2,Car,675,294,705,315,0.671,5.48,1.69
84,5,Car,844,295,903,327,0.833,31.42,0.71
84,3,Car,497,294,512,307,0.470,0.39,2.29
85,1,Car,529,296,558,319,0.800,-1.11,-3.46
85,2,Car,675,294,705,315,0.712,4.89,1.20
85,5,Car,844,295,904,328,0.837,31.34,0.23
85,3,Car,497,294,512,307,0.492,0.05,0.53
86,1,Car,529,297,558,319,0.816,-1.27,-2.96
86,2,Car,675,295,705,316,0.708,5.58,2.04
86,5,Car,846,295,906,328,0.837,32.64,1.45
86,3,Car,498,295,512,307,0.504,0.28,0.70
86,52,Car,118,300,165,323,0.642,0.00,0.00
87,1,Car,529,297,558,319,0.819,-2.34,-1.28
87,2,Car,675,295,705,316,0.723,4.39,3.15
87,5,Car,846,295,907,329,0.846,30.96,3.33
87,3,Car,498,295,512,307,0.511,0.54,1.62
87,52,Car,101,299,152,323,0.657,0.00,0.00
88,1,Car,528,297,558,319,0.812,-2.59,-1.12
88,2,Car,676,295,705,316,0.684,5.30,3.46
88,5,Car,848,295,909,329,0.837,30.40,3.51
88,3,Car,498,295,512,307,0.531,0.91,1.30
88,52,Car,79,299,132,323,0.633,0.00,0.00
88,54,Car,248,298,275,313,0.425,0.00,0.00
88,55,Car,294,297,331,311,0.509,0.00,0.00
89,1,Car,528,297,558,319,0.812,-2.23,-0.22
89,2,Car,676,295,706,316,0.658,4.82,3.87
89,5,Car,849,295,910,329,0.835,32.59,3.42
89,3,Car,498,295,512,307,0.529,1.35,1.71
89,52,Car,54,299,109,323,0.531,0.00,0.00
89,54,Car,242,298,271,314,0.441,0.00,0.00
90,1,Car,529,297,558,319,0.806,-1.85,0.35
90,2,Car,676,295,706,317,0.677,4.73,4.09
90,5,Car,850,296,912,329,0.846,32.85,3.22
90,3,Car,498,296,512,307,0.479,0.59,2.09
90,52,Car,22,299,84,324,0.739,0.00,0.00
90,54,Car,236,299,265,315,0.509,0.00,0.00
91,1,Car,529,298,558,320,0.814,-1.33,3.82
91,2,Car,675,297,707,318,0.731,4.53,8.70
91,5,Car,850,296,913,331,0.809,31.56,7.51
91,3,Car,497,297,512,308,0.437,0.61,6.82
91,52,Car,0,300,57,327,0.769,0.00,0.00
91,54,Car,230,299,259,316,0.720,0.00,0.00
92,1,Car,529,300,558,321,0.816,-1.50,7.53
92,2,Car,676,298,708,319,0.643,4.60,11.48
92,5,Car,850,297,915,332,0.766,30.58,9.92
92,3,Car,497,298,512,309,0.372,0.33,9.01
92,54,Car,223,300,254,317,0.627,0.00,0.00
93,1,Car,529,301,558,323,0.807,-1.14,11.95
93,2,Car,677,299,709,321,0.691,6.99,15.41
93,5,Car,852,298,918,333,0.848,32.04,13.60
93,54,Car,216,302,248,319,0.586,0.00,0.00
93,59,Car,265,303,294,317,0.414,0.00,0.00
94,1,Car,529,301,558,323,0.797,-0.89,12.40
94,2,Car,677,300,708,321,0.680,6.76,15.43
94,5,Car,853,299,919,334,0.822,33.62,13.42
94,54,Car,208,302,242,320,0.583,0.00,0.00
94,59,Car,257,303,290,318,0.329,0.00,0.00
95,1,Car,529,302,558,323,0.797,-0.46,13.22
95,2,Car,677,300,708,321,0.679,6.83,15.06
95,5,Car,855,299,921,334,0.790,34.49,13.19
95,54,Car,200,302,235,320,0.378,0.00,0.00
95,59,Car,250,304,282,319,0.468,0.00,0.00
96,1,Car,529,302,558,323,0.790,0.25,12.76
96,2,Car,678,300,708,321,0.729,7.62,14.29
96,5,Car,856,298,922,334,0.852,34.55,12.06
96,54,Car,192,303,228,321,0.522,0.00,0.00
96,59,Car,241,305,274,320,0.554,0.00,0.00
97,1,Car,529,301,558,322,0.812,0.35,10.41
97,2,Car,678,299,709,321,0.715,8.17,11.85
97,5,Car,857,298,924,334,0.860,34.66,9.85
97,54,Car,183,302,220,321,0.563,-166.61,15.52
97,59,Car,233,304,267,319,0.643,0.00,0.00
97,60,Car,289,301,307,314,0.490,0.00,0.00
97,61,Car,268,305,290,317,0.441,0.00,0.00
98,1,Car,529,300,558,321,0.825,-0.13,8.06
98,2,Car,679,298,709,320,0.735,8.65,9.72
98,5,Car,859,297,927,333,0.856,36.39,7.85
98,54,Car,173,302,213,321,0.573,-176.72,15.54
98,59,Car,224,303,261,320,0.683,0.00,0.00
98,60,Car,285,300,305,314,0.425,0.00,0.00
98,61,Car,262,304,286,317,0.478,0.00,0.00
98,3,Car,497,298,513,311,0.332,0.68,7.63
99,1,Car,529,300,558,321,0.820,-0.73,5.85
99,2,Car,680,298,710,320,0.749,9.50,7.07
99,5,Car,860,296,928,332,0.853,37.09,4.70
99,59,Car,214,302,251,320,0.618,0.00,0.00
99,60,Car,281,300,302,314,0.507,0.00,0.00
99,61,Car,258,304,283,317,0.368,0.00,0.00
99,3,Car,497,298,513,311,0.345,0.96,6.92
100,1,Car,529,299,557,321,0.814,-0.83,2.96
100,2,Car,679,297,711,319,0.705,9.44,2.74
100,5,Car,862,295,931,332,0.867,40.57,0.23
100,59,Car,203,302,242,320,0.674,0.00,0.00
100,60,Car,278,300,299,314,0.561,0.00,0.00
100,61,Car,251,303,278,317,0.445,0.00,0.00
100,3,Car,497,298,513,310,0.375,0.74,6.06
100,54,Car,158,302,194,322,0.590,-186.14,13.00
101,1,Car,529,300,557,321,0.817,-1.09,-0.35
101,2,Car,679,298,711,320,0.745,9.60,-0.05
101,5,Car,863,295,932,333,0.875,40.81,-1.73
101,59,Car,191,301,232,321,0.730,0.00,0.00
101,60,Car,275,301,297,314,0.594,0.00,0.00
101,61,Car,241,304,273,318,0.571,0.00,0.00
101,3,Car,497,298,513,311,0.380,0.68,6.41
101,54,Car,146,302,185,322,0.669,-197.41,11.63
102,1,Car,529,299,557,320,0.804,-0.83,-5.41
102,2,Car,679,297,711,319,0.774,7.18,-4.79
102,5,Car,864,295,934,332,0.876,39.83,-6.64
102,59,Car,180,302,221,322,0.675,-219.46,4.79
102,60,Car,271,301,294,314,0.591,0.00,0.00
102,61,Car,236,304,268,318,0.474,0.00,0.00
102,3,Car,497,298,514,310,0.380,0.99,5.82
102,54,Car,133,302,176,323,0.759,-210.57,8.80
103,1,Car,528,299,557,320,0.809,-1.27,-6.31
103,2,Car,679,297,711,319,0.788,7.34,-5.60
103,5,Car,866,295,935,332,0.862,40.31,-7.33
103,59,Car,167,302,210,322,0.589,-236.95,3.27
103,60,Car,268,301,292,315,0.672,0.00,0.00
103,61,Car,226,304,260,319,0.609,0.00,0.00
103,3,Car,497,298,514,310,0.391,0.82,5.73
103,54,Car,122,301,163,324,0.746,-223.86,5.47
104,1,Car,528,299,557,320,0.800,-1.38,-7.22
104,2,Car,679,297,712,320,0.780,8.15,-5.72
104,5,Car,867,295,937,333,0.864,38.99,-7.46
104,59,Car,158,302,197,322,0.438,-244.99,0.63
104,60,Car,265,301,291,315,0.690,0.00,0.00
104,61,Car,216,304,254,319,0.689,0.00,0.00
104,3,Car,497,298,514,310,0.391,1.36,5.03
104,54,Car,106,301,151,324,0.742,-240.50,5.49
105,1,Car,528,299,557,320,0.797,-2.27,-7.90
105,2,Car,680,297,712,319,0.771,8.34,-5.83
105,5,Car,869,294,938,332,0.862,40.41,-7.86
105,59,Car,138,301,182,323,0.485,-270.99,0.41
105,60,Car,261,300,286,315,0.719,0.00,0.00
105,61,Car,206,303,246,319,0.716,0.00,0.00
105,3,Car,497,298,513,310,0.404,1.39,2.47
105,54,Car,90,302,137,325,0.553,-260.49,5.35
106,1,Car,528,299,557,320,0.797,-2.62,-5.69
106,2,Car,680,297,712,320,0.779,7.15,-3.97
106,5,Car,871,294,941,332,0.868,41.43,-6.27
106,59,Car,124,301,167,323,0.508,-289.64,1.43
106,60,Car,258,300,282,315,0.693,-78.50,1.01
106,61,Car,195,303,238,320,0.707,-174.21,2.12
106,3,Car,498,298,513,310,0.383,1.59,1.06
106,54,Car,72,303,116,326,0.565,-289.67,6.64
107,1,Car,528,299,557,320,0.803,-2.76,-3.07
107,2,Car,680,298,712,320,0.770,7.19,-0.62
107,5,Car,872,295,943,333,0.880,41.81,-2.26
107,59,Car,104,301,149,324,0.423,-321.30,4.00
107,60,Car,253,300,279,316,0.684,-80.58,2.10
107,61,Car,183,304,228,320,0.737,-191.92,4.73
107,3,Car,498,298,513,311,0.321,1.20,-0.31
107,54,Car,53,303,97,327,0.569,-316.77,9.35
108,1,Car,528,300,557,321,0.807,-2.51,-0.68
108,2,Car,681,298,714,321,0.732,8.02,2.16
108,5,Car,874,295,946,334,0.880,43.78,1.22
108,60,Car,249,301,275,316,0.650,-82.29,3.19
108,61,Car,171,304,217,321,0.716,-210.64,6.89
108,54,Car,34,303,77,329,0.433,-343.18,9.98
109,1,Car,528,300,556,322,0.814,-3.15,2.74
109,2,Car,681,299,715,322,0.718,8.81,5.06
109,5,Car,875,295,949,335,0.885,43.43,4.58
109,60,Car,245,302,273,317,0.596,-82.37,5.60
109,61,Car,159,305,206,323,0.712,-227.50,9.92
109,54,Car,12,303,56,330,0.617,-394.94,13.32
109,59,Car,44,302,109,330,0.738,-390.06,12.16
109,3,Car,498,300,513,313,0.400,1.85,4.95
110,1,Car,528,301,556,322,0.815,-3.05,3.85
110,2,Car,681,299,715,322,0.676,8.03,5.77
110,5,Car,878,296,950,336,0.864,45.75,5.66
110,60,Car,241,302,271,318,0.699,-81.93,6.38
110,61,Car,147,305,194,324,0.764,-241.34,9.78
110,54,Car,0,302,64,332,0.787,-370.91,14.44
110,3,Car,499,301,513,313,0.389,2.38,6.95
111,1,Car,528,301,556,322,0.810,-3.43,5.95
111,2,Car,682,300,715,322,0.707,9.15,7.64
111,5,Car,879,297,952,337,0.865,46.31,8.82
111,60,Car,237,302,266,318,0.705,-86.29,6.73
111,61,Car,132,305,181,325,0.715,-264.52,10.25
111,54,Car,0,302,53,333,0.734,-355.86,14.79
111,3,Car,499,301,514,313,0.418,2.97,7.03
112,1,Car,528,301,556,322,0.802,-3.10,5.80
112,2,Car,682,299,716,322,0.742,10.56,6.91
112,5,Car,881,297,955,336,0.883,48.24,7.72
112,60,Car,233,302,261,318,0.701,-93.01,6.77
112,61,Car,115,305,169,326,0.730,-280.63,11.50
112,3,Car,499,301,514,313,0.365,2.46,7.91
113,1,Car,528,301,556,322,0.804,-3.42,4.82
113,2,Car,683,299,716,322,0.706,11.12,6.46
113,5,Car,883,297,959,336,0.876,51.95,7.68
113,60,Car,228,302,255,319,0.708,-99.65,5.68
113,61,Car,99,305,154,326,0.755,-301.85,10.96
113,3,Car,499,301,514,313,0.433,3.44,7.04
114,1,Car,527,301,555,322,0.792,-2.96,5.65
114,2,Car,683,299,717,322,0.698,12.15,6.74
114,5,Car,885,296,960,336,0.880,51.55,8.32
114,60,Car,223,302,252,318,0.705,-100.17,5.71
114,61,Car,80,305,138,327,0.682,-325.45,12.13
114,3,Car,499,301,514,313,0.400,2.96,6.59
115,1,Car,528,301,556,322,0.796,-2.21,5.42
115,2,Car,684,299,717,322,0.717,12.07,5.99
115,5,Car,887,296,960,337,0.870,48.31,7.77
115,60,Car,218,302,247,318,0.667,-104.37,5.63
115,61,Car,59,305,121,328,0.793,-351.35,13.30
115,3,Car,500,301,514,313,0.365,3.73,7.08
115,71,Car,255,304,278,316,0.435,0.00,0.00
116,1,Car,528,301,556,322,0.788,-1.29,4.53
116,2,Car,684,299,719,322,0.703,14.01,4.84
116,5,Car,889,296,960,337,0.882,45.11,6.11
116,60,Car,213,302,242,318,0.739,-106.00,5.39
116,61,Car,33,305,101,329,0.665,-384.56,12.80
116,3,Car,500,301,514,313,0.385,3.52,6.47
116,71,Car,249,303,272,317,0.533,0.00,0.00
117,1,Car,528,301,556,322,0.775,-1.36,2.52
117,2,Car,685,299,719,323,0.691,13.19,3.80
117,5,Car,891,297,960,337,0.884,42.15,6.18
117,60,Car,208,301,238,318,0.680,-108.74,3.49
117,61,Car,7,304,81,330,0.755,-417.48,10.71
117,3,Car,500,301,515,313,0.386,4.67,5.81
117,71,Car,244,302,267,317,0.446,0.00,0.00
118,1,Car,527,301,555,321,0.792,-1.93,0.06
118,2,Car,686,299,720,323,0.707,13.00,2.18
118,5,Car,893,297,960,337,0.883,39.22,4.68
118,60,Car,202,301,233,318,0.667,-115.13,1.54
118,61,Car,0,304,55,329,0.620,-431.29,7.43
118,3,Car,500,301,514,313,0.348,3.88,1.24
118,71,Car,235,303,262,317,0.415,0.00,0.00
119,1,Car,527,301,555,321,0.792,-2.32,-1.49
119,2,Car,686,299,719,323,0.691,13.30,0.57
119,5,Car,895,297,960,337,0.832,36.74,2.63
119,60,Car,196,301,230,318,0.608,-120.24,0.30
119,3,Car,500,301,514,313,0.365,3.36,-0.17
119,71,Car,231,304,259,317,0.332,0.00,0.00
120,1,Car,527,301,555,322,0.792,-2.46,-1.46
120,2,Car,687,300,720,323,0.725,14.00,1.10
120,5,Car,897,297,960,338,0.850,33.95,2.65
120,60,Car,190,301,224,319,0.651,-124.70,-0.09
120,3,Car,500,301,515,313,0.440,2.92,-0.12
121,1,Car,527,301,555,322,0.791,-1.85,-0.84
121,2,Car,687,300,720,323,0.723,12.84,1.80
121,5,Car,899,297,960,338,0.795,30.36,2.87
121,60,Car,183,302,218,319,0.499,-128.52,0.76
121,3,Car,500,301,515,313,0.431,3.05,0.06
121,71,Car,218,304,245,317,0.355,0.00,0.00
122,1,Car,527,301,555,322,0.782,-1.82,0.47
122,2,Car,688,300,721,323,0.724,13.67,2.51
122,5,Car,901,297,960,338,0.849,26.48,3.28
122,60,Car,176,302,211,320,0.513,-135.08,1.94
122,3,Car,501,302,515,314,0.373,2.52,1.65
122,71,Car,211,304,237,318,0.341,0.00,0.00
123,1,Car,527,302,554,322,0.782,-1.88,1.23
123,2,Car,688,300,721,324,0.724,12.23,3.08
123,5,Car,903,297,959,338,0.823,25.29,4.06
123,60,Car,168,302,204,321,0.608,-142.19,3.54
123,3,Car,501,302,515,314,0.415,2.84,3.01
123,71,Car,204,305,229,319,0.503,0.00,0.00
124,1,Car,527,303,554,323,0.802,-2.36,3.97
124,2,Car,689,301,722,325,0.737,13.12,6.45
124,5,Car,905,298,959,339,0.855,25.70,6.60
124,60,Car,161,303,198,322,0.638,-147.09,6.14
124,3,Car,501,303,515,315,0.451,3.07,5.47
124,71,Car,196,305,222,320,0.449,0.00,0.00
125,1,Car,527,303,554,323,0.801,-3.06,4.08
125,2,Car,689,301,723,325,0.750,12.26,6.03
125,5,Car,907,298,959,339,0.844,25.46,6.45
125,60,Car,153,302,190,322,0.691,-156.28,6.41
125,3,Car,501,303,515,315,0.434,2.81,5.17
125,71,Car,188,305,216,320,0.429,-161.26,6.64
126,1,Car,527,303,554,323,0.806,-2.93,5.15
126,2,Car,689,301,723,325,0.677,11.09,6.62
126,5,Car,910,298,959,341,0.813,25.62,6.77
126,60,Car,144,302,184,322,0.639,-163.48,7.30
126,3,Car,501,303,515,315,0.452,2.05,5.83
126,71,Car,181,305,208,320,0.412,-164.62,7.29
127,1,Car,527,303,554,324,0.782,-1.69,6.52
127,2,Car,688,302,724,326,0.588,9.31,8.27
127,5,Car,911,299,959,341,0.798,25.02,8.60
127,60,Car,136,303,175,323,0.626,-172.80,8.35
127,3,Car,501,304,515,315,0.440,2.46,7.27
127,71,Car,168,305,200,322,0.519,-177.75,9.82
128,1,Car,527,304,553,324,0.755,-2.64,8.19
128,2,Car,689,302,723,326,0.628,8.74,9.30
128,5,Car,914,299,959,342,0.748,26.17,9.06
128,60,Car,125,303,166,324,0.631,-187.24,11.02
128,3,Car,501,304,515,316,0.347,1.18,8.97
128,71,Car,154,306,191,323,0.550,-190.03,10.76
129,1,Car,527,303,553,324,0.759,-2.96,6.47
129,2,Car,689,302,724,326,0.660,8.10,7.50
129,5,Car,916,299,959,342,0.811,26.29,6.89
129,60,Car,115,303,159,325,0.559,-193.27,10.65
129,3,Car,501,304,515,316,0.304,0.69,7.66
129,71,Car,152,305,181,323,0.456,-195.80,9.74
130,1,Car,526,303,553,324,0.778,-4.17,4.97
130,2,Car,690,301,724,326,0.674,9.29,5.94
130,5,Car,917,298,959,342,0.787,25.61,6.25
130,3,Car,501,304,514,316,0.379,-0.27,6.69
131,1,Car,526,303,553,324,0.780,-4.59,4.93
131,2,Car,690,302,725,326,0.686,8.51,5.64
131,5,Car,920,298,959,342,0.762,26.13,5.11
131,3,Car,500,304,514,316,0.419,-0.88,6.41
131,60,Car,94,304,140,326,0.323,-208.37,11.37
131,71,Car,120,305,161,325,0.436,-227.73,10.67
132,1,Car,525,303,552,324,0.785,-5.81,4.17
132,2,Car,690,301,725,326,0.657,8.44,5.34
132,5,Car,922,298,959,342,0.655,26.06,5.62
132,3,Car,500,304,514,316,0.414,-2.12,5.50
132,60,Car,82,304,141,327,0.313,-203.90,11.93
133,1,Car,525,303,552,323,0.797,-6.13,1.76
133,2,Car,690,301,726,326,0.661,8.45,2.10
133,5,Car,925,299,959,341,0.636,26.34,3.46
133,3,Car,500,304,514,316,0.424,-3.20,3.26
133,60,Car,81,304,133,326,0.426,-197.58,10.21
134,1,Car,525,304,552,324,0.776,-6.42,3.15
134,2,Car,691,302,727,326,0.624,8.63,3.88
134,5,Car,927,299,959,342,0.799,27.05,4.82
134,3,Car,500,305,514,316,0.358,-2.50,5.04
134,60,Car,60,304,122,328,0.698,-222.05,10.05
135,1,Car,524,304,551,324,0.758,-7.71,2.79
135,2,Car,692,302,727,327,0.586,9.11,2.70
135,5,Car,929,300,959,341,0.834,26.67,4.13
135,3,Car,500,305,514,317,0.319,-2.98,4.75
135,60,Car,43,304,108,329,0.706,-239.93,10.17
136,1,Car,524,304,551,325,0.724,-7.78,2.69
136,2,Car,692,302,728,327,0.694,10.92,2.05
136,5,Car,931,302,959,342,0.811,28.57,5.69
136,3,Car,500,305,514,317,0.350,-3.30,4.28
136,60,Car,27,304,93,330,0.696,-259.50,12.44
137,1,Car,524,305,551,325,0.740,-7.75,2.47
137,2,Car,692,302,728,328,0.651,10.98,2.36
137,5,Car,934,303,959,343,0.806,27.68,7.31
137,3,Car,500,306,513,317,0.394,-3.10,3.98
137,60,Car,11,305,76,332,0.725,-280.21,13.38
138,1,Car,524,304,551,325,0.729,-7.58,2.03
138,2,Car,691,302,728,328,0.628,9.68,1.86
138,5,Car,937,304,959,343,0.744,29.23,9.96
138,3,Car,499,305,513,317,0.382,-3.90,2.36
138,60,Car,0,303,58,332,0.761,-291.61,9.07
139,1,Car,523,304,550,325,0.727,-8.47,3.14
139,2,Car,691,302,729,328,0.573,8.15,3.28
139,5,Car,939,306,959,343,0.728,30.08,13.68
139,3,Car,498,305,513,317,0.436,-4.88,2.68
139,60,Car,0,303,41,331,0.635,-292.63,8.35
140,1,Car,523,304,549,324,0.727,-8.88,1.04
140,2,Car,692,302,729,328,0.628,8.26,2.26
140,5,Car,942,308,959,343,0.623,29.50,16.60
140,3,Car,498,304,513,316,0.366,-5.76,1.27
140,60,Car,0,302,24,331,0.566,-293.05,3.45
141,1,Car,522,304,549,324,0.732,-8.38,0.90
141,2,Car,693,302,729,328,0.665,9.51,2.62
141,5,Car,944,308,959,343,0.570,29.73,16.49
141,3,Car,497,305,512,316,0.375,-6.03,1.67
142,1,Car,522,304,548,324,0.693,-9.17,1.93
142,2,Car,694,302,731,328,0.684,11.01,5.22
142,5,Car,946,310,959,344,0.622,30.15,19.43
142,3,Car,497,306,512,317,0.331,-5.69,3.72
143,1,Car,521,304,547,324,0.704,-11.78,0.44
143,2,Car,694,302,731,329,0.654,9.38,3.73
143,5,Car,949,312,959,344,0.545,31.04,21.32
144,1,Car,521,304,547,324,0.723,-10.91,0.02
144,2,Car,694,302,731,328,0.688,8.35,2.22
144,5,Car,951,314,959,343,0.529,31.10,22.10
145,1,Car,521,305,547,324,0.712,-10.71,0.24
145,2,Car,694,303,731,328,0.636,7.11,2.61
146,1,Car,521,304,547,324,0.710,-10.02,-1.50
146,2,Car,695,302,732,328,0.621,9.05,1.00
147,1,Car,521,304,547,324,0.692,-9.82,-0.92
147,2,Car,695,302,732,328,0.593,9.80,1.52
148,1,Car,520,304,546,324,0.690,-8.45,-1.36
148,2,Car,695,302,733,328,0.604,11.56,0.95
149,1,Car,520,305,546,324,0.699,-7.64,1.70
149,2,Car,696,303,733,329,0.551,11.00,3.01
150,1,Car,521,304,546,324,0.692,-6.21,1.39
150,2,Car,696,302,734,328,0.589,11.21,1.98
150,80,Car,98,300,147,328,0.627,0.00,0.00
151,1,Car,520,306,546,325,0.651,-5.17,3.17
151,2,Car,697,303,736,329,0.625,11.91,1.77
151,80,Car,81,301,136,329,0.633,0.00,0.00
152,1,Car,520,306,546,325,0.596,-1.94,4.48
152,2,Car,698,303,736,330,0.600,12.76,2.85
152,80,Car,60,300,122,330,0.675,0.00,0.00
153,1,Car,521,306,546,325,0.644,-1.21,4.42
153,2,Car,698,303,737,330,0.577,13.63,3.58
153,80,Car,37,300,106,332,0.762,0.00,0.00
154,1,Car,520,306,546,325,0.585,-1.47,3.97
154,2,Car,699,303,737,330,0.620,15.97,2.85
154,80,Car,12,300,86,334,0.782,0.00,0.00
155,1,Car,521,307,547,326,0.632,-0.30,6.15
155,2,Car,699,303,739,330,0.566,16.13,3.89
155,80,Car,0,301,65,334,0.727,0.00,0.00
156,1,Car,521,308,547,327,0.595,0.56,9.11
156,2,Car,700,304,739,331,0.596,17.52,6.49
157,1,Car,521,309,547,327,0.640,1.16,10.73
157,2,Car,701,304,740,332,0.630,17.82,7.97
158,1,Car,521,309,547,328,0.646,1.69,10.96
158,2,Car,702,305,740,332,0.596,18.85,7.63
159,1,Car,521,309,547,328,0.630,1.72,12.29
159,2,Car,703,305,741,333,0.580,19.16,9.58
160,1,Car,521,310,547,328,0.669,1.75,9.84
160,2,Car,703,305,743,333,0.581,17.88,8.02
161,1,Car,521,309,547,328,0.664,1.89,8.67
161,2,Car,704,305,744,333,0.530,19.13,6.81
162,1,Car,521,309,547,328,0.694,1.70,7.64
162,2,Car,704,304,745,332,0.558,19.10,5.93
163,1,Car,521,309,547,327,0.699,1.26,5.56
163,2,Car,705,304,745,332,0.544,19.11,3.48
164,1,Car,521,308,547,326,0.711,0.57,1.73
164,2,Car,705,303,746,331,0.505,18.24,0.47
165,1,Car,521,308,546,326,0.702,-0.80,-1.09
165,2,Car,706,303,747,331,0.505,18.57,-1.98
166,1,Car,521,307,546,326,0.686,-1.00,-4.17
166,2,Car,706,302,747,331,0.537,17.36,-4.44
167,1,Car,521,307,547,325,0.708,-0.79,-6.87
167,2,Car,707,302,748,330,0.540,17.66,-6.89
168,1,Car,521,307,547,325,0.719,-1.00,-7.53
168,2,Car,708,302,750,331,0.575,19.92,-7.05
169,1,Car,521,307,547,325,0.689,-0.25,-7.56
169,2,Car,710,302,751,331,0.554,19.72,-6.66
170,1,Car,521,307,547,325,0.694,-0.41,-7.62
170,2,Car,710,302,752,331,0.587,19.59,-6.35
171,1,Car,521,306,546,325,0.691,-1.47,-7.24
171,2,Car,711,302,752,331,0.628,19.17,-5.59
172,1,Car,521,306,546,325,0.701,-1.35,-6.18
172,2,Car,711,302,752,331,0.634,17.83,-3.33
172,84,Car,108,312,152,330,0.621,0.00,0.00
172,85,Car,151,312,183,327,0.499,0.00,0.00
173,1,Car,521,306,546,325,0.713,-0.79,-4.26
173,2,Car,711,302,753,331,0.649,18.39,-0.25
173,84,Car,95,312,142,330,0.648,0.00,0.00
173,85,Car,142,311,174,328,0.742,0.00,0.00
174,1,Car,521,305,546,324,0.697,-0.47,-5.90
174,2,Car,712,302,754,331,0.685,17.74,-1.99
174,84,Car,79,312,130,329,0.655,0.00,0.00
174,85,Car,131,311,167,328,0.727,0.00,0.00
175,1,Car,521,305,546,324,0.706,-0.76,-4.79
175,2,Car,712,302,754,331,0.614,18.14,-0.96
175,84,Car,64,312,117,330,0.545,0.00,0.00
175,85,Car,122,311,158,328,0.681,0.00,0.00
176,1,Car,521,305,545,324,0.700,-1.89,-3.34
176,2,Car,713,302,756,331,0.592,18.39,1.11
176,84,Car,43,312,101,332,0.457,0.00,0.00
176,85,Car,111,311,149,329,0.672,0.00,0.00
177,1,Car,521,305,545,325,0.686,-2.13,-2.91
177,2,Car,713,302,756,331,0.605,14.88,0.20
177,84,Car,23,313,84,333,0.720,0.00,0.00
177,85,Car,102,311,140,329,0.757,0.00,0.00
178,1,Car,520,306,545,325,0.694,-2.72,-1.71
178,2,Car,714,302,757,332,0.602,15.01,0.54
178,84,Car,3,313,66,335,0.700,0.00,0.00
178,85,Car,93,312,131,330,0.791,0.00,0.00
179,1,Car,520,306,545,325,0.706,-3.04,-1.00
179,2,Car,714,303,758,332,0.601,13.40,1.99
179,84,Car,0,313,47,335,0.638,0.00,0.00
179,85,Car,82,312,121,330,0.755,0.00,0.00
180,1,Car,520,306,545,325,0.708,-2.41,0.46
180,2,Car,715,303,759,333,0.669,16.00,4.36
180,85,Car,70,312,111,331,0.726,0.00,0.00
181,1,Car,520,306,545,325,0.700,-3.17,-0.87
181,2,Car,715,302,759,332,0.597,15.58,2.26
181,85,Car,58,312,99,331,0.707,-245.07,5.76
182,1,Car,520,306,545,324,0.690,-3.76,-1.95
182,2,Car,716,302,760,332,0.580,16.27,0.46
182,85,Car,43,312,82,331,0.518,-264.81,5.52
182,88,Car,494,307,507,319,0.316,0.00,0.00
183,1,Car,519,306,544,324,0.702,-4.62,1.13
183,2,Car,717,302,761,332,0.586,16.50,3.17
184,1,Car,519,306,544,325,0.682,-4.84,3.25
184,2,Car,718,303,762,333,0.530,17.95,5.60
184,85,Car,15,312,66,334,0.326,-271.96,9.09
185,1,Car,519,307,543,325,0.667,-5.47,3.95
185,2,Car,718,303,763,334,0.539,17.14,5.93
185,85,Car,1,312,52,334,0.619,-283.87,10.72
186,1,Car,518,307,542,325,0.680,-6.94,3.73
186,2,Car,719,303,763,334,0.556,17.15,6.49
186,85,Car,0,312,38,335,0.404,-277.92,9.63
187,1,Car,518,307,542,325,0.678,-8.70,2.66
187,2,Car,719,303,764,334,0.604,15.70,5.82
